F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Class
-0.58,-2.37,-2.32,-1.54,-2.32,1.66,10.0,7.75,5.35,90.0,350.0,15.0,6.05,30.0,False
2.48,2.97,2.64,5.66,4.02,2.51,1.0,0.93,0.81,36.0,35.0,4.0,2.04,11.0,True
0.19,-0.73,0.74,0.06,-1.85,0.42,10.0,6.15,6.9,125.0,230.0,15.0,9.4,-60.0,False
2.59,4.8,3.28,2.85,4.75,1.16,1.0,0.84,0.2,27.0,20.0,2.0,1.54,-4.0,False
3.54,5.2,2.6,2.15,2.89,3.55,1.0,0.95,0.53,18.0,3.0,2.0,0.1,1.0,True
-1.43,-0.04,-1.97,-0.82,-1.53,0.18,10.0,5.5,8.45,125.0,105.0,5.0,6.45,-20.0,False
2.64,3.19,4.06,2.88,3.19,3.9,1.0,0.5,0.4,39.0,12.0,4.0,0.57,11.0,False
-1.72,-1.97,-0.84,-1.66,-1.88,1.3,10.0,7.55,5.35,115.0,285.0,5.0,6.3,-25.0,False
3.37,3.39,2.33,3.98,2.25,0.78,1.0,0.78,0.63,31.0,49.0,4.0,1.01,19.0,False
3.28,6.68,3.04,2.34,5.7,0.77,1.0,0.54,0.94,15.0,21.0,2.0,1.35,13.0,True
-2.02,-2.37,-2.07,-1.23,-1.16,-0.37,10.0,7.05,5.7,20.0,380.0,15.0,14.95,15.0,True
-1.53,-0.8,-1.84,-2.24,-1.12,-0.41,10.0,6.45,7.9,135.0,175.0,15.0,11.6,-60.0,True
2.49,2.76,2.91,2.56,2.48,1.09,1.0,0.71,0.9,42.0,62.0,4.0,0.11,17.0,True
-1.09,0.59,-1.75,-1.96,-0.54,0.63,10.0,6.35,5.75,40.0,350.0,15.0,13.9,40.0,False
4.45,3.12,4.46,7.27,3.6,0.21,1.0,0.43,0.45,39.0,0.0,3.0,0.28,17.0,False
-2.55,-1.42,3.28,-1.86,-2.55,0.78,10.0,8.3,7.9,175.0,290.0,5.0,11.55,-20.0,True
3.09,2.6,6.34,2.3,3.28,0.46,1.0,0.85,0.23,18.0,9.0,2.0,0.57,16.0,True
3.37,4.13,2.24,2.34,2.8,0.67,1.0,0.9,0.88,40.0,30.0,4.0,1.49,2.0,True
3.54,3.71,2.44,2.41,2.49,0.85,1.0,0.44,0.84,9.0,37.0,2.0,1.65,17.0,True
-1.6,1.17,1.82,-1.42,2.13,2.06,5.0,5.55,6.45,230.0,260.0,15.0,6.05,-10.0,False
3.32,3.14,2.33,3.16,2.29,0.64,1.0,0.66,0.96,40.0,14.0,0.0,1.11,-5.0,False
0.06,-0.59,-2.19,-2.67,-2.02,0.95,10.0,6.2,8.5,30.0,195.0,15.0,7.7,-35.0,True
-0.56,0.63,-0.37,-0.73,-0.83,-0.4,10.0,5.3,5.3,85.0,35.0,15.0,10.35,-15.0,False
2.7,2.37,2.67,2.72,5.12,2.84,1.0,0.61,0.79,17.0,19.0,0.0,1.28,-5.0,True
4.51,2.98,2.32,3.07,2.48,0.46,1.0,0.64,0.38,1.0,2.0,2.0,1.14,-13.0,False
3.47,3.7,3.47,3.7,4.99,2.13,1.0,0.93,0.32,37.0,22.0,0.0,1.18,-3.0,False
2.7,2.31,4.14,2.42,2.31,0.59,1.0,0.96,1.08,5.0,23.0,0.0,2.05,-15.0,True
-2.89,-2.31,-0.8,-2.48,-1.48,3.83,10.0,9.45,8.2,150.0,350.0,5.0,5.35,-60.0,False
2.42,3.98,3.08,2.87,3.93,0.45,1.0,0.3,0.83,35.0,4.0,2.0,1.52,-15.0,False
2.92,3.21,4.59,4.3,2.96,1.83,1.0,0.38,0.16,17.0,11.0,2.0,1.6,-15.0,False
-0.05,-0.77,2.66,-0.57,2.48,1.06,10.0,5.3,5.35,75.0,100.0,5.0,9.85,-20.0,False
-2.51,-0.81,-2.53,-2.62,-2.54,0.68,10.0,9.35,5.4,180.0,375.0,15.0,5.6,65.0,False
3.13,3.36,3.28,4.17,2.59,1.37,1.0,-0.05,0.96,4.0,8.0,2.0,2.01,-15.0,False
-1.15,-1.07,-2.51,-1.4,-2.34,-0.35,10.0,6.05,7.8,15.0,100.0,5.0,12.5,-70.0,True
-1.4,0.24,-0.98,-0.8,-0.62,2.42,10.0,7.1,5.35,180.0,365.0,15.0,7.8,80.0,False
4.93,3.16,2.35,2.43,3.69,0.53,1.0,0.29,0.94,12.0,32.0,4.0,0.23,16.0,False
0.22,0.09,2.45,0.55,-0.69,-0.08,10.0,4.9,6.7,130.0,85.0,15.0,6.95,-50.0,False
3.85,4.63,6.39,2.68,2.51,1.64,1.0,0.25,0.74,9.0,36.0,2.0,1.63,-4.0,False
2.87,2.45,3.61,4.8,2.79,3.45,1.0,0.8,0.91,17.0,26.0,4.0,0.29,18.0,True
-1.38,-1.63,-1.73,-1.96,-1.39,-0.07,10.0,8.8,5.9,235.0,105.0,5.0,10.45,-15.0,True
2.63,2.6,3.62,4.67,4.55,2.55,1.0,0.37,0.6,3.0,13.0,2.0,0.11,16.0,False
3.03,2.81,2.41,1.96,2.88,0.78,0.0,0.95,0.79,15.0,20.0,0.0,2.04,-11.0,True
2.86,5.05,2.3,2.62,4.26,1.23,1.0,0.85,0.31,28.0,16.0,2.0,0.7,7.0,False
2.05,0.49,1.41,-0.07,1.8,-0.53,10.0,5.25,5.75,205.0,145.0,25.0,11.6,75.0,False
2.75,5.76,4.06,2.52,2.76,0.37,1.0,0.08,0.78,27.0,29.0,2.0,1.68,19.0,False
3.49,2.9,2.8,4.72,2.49,0.45,1.0,0.7,0.89,27.0,31.0,4.0,0.73,15.0,True
2.68,3.28,2.3,2.53,5.28,1.89,1.0,0.87,0.19,24.0,29.0,2.0,0.55,4.0,False
2.52,3.68,2.57,4.38,2.67,2.69,1.0,0.75,0.63,25.0,26.0,4.0,1.07,2.0,True
2.34,3.01,3.47,3.48,3.8,0.56,1.0,0.8,0.9,33.0,76.0,4.0,1.1,17.0,True
0.6,-0.95,-0.41,-1.16,0.31,0.41,10.0,6.25,5.8,145.0,265.0,25.0,13.35,15.0,False
-1.38,-1.67,-1.28,-2.11,-1.93,0.42,10.0,7.05,5.95,115.0,355.0,15.0,10.95,10.0,False
3.72,4.06,3.06,2.51,2.68,0.87,1.0,0.68,0.81,23.0,4.0,0.0,1.29,-10.0,True
-1.22,-1.35,0.99,-1.63,-1.64,1.49,10.0,6.55,6.4,165.0,185.0,25.0,9.75,30.0,False
2.81,3.69,3.03,4.3,3.65,1.06,1.0,1.0,0.76,28.0,1.0,0.0,1.87,-5.0,True
2.76,2.5,2.66,2.62,4.11,1.12,1.0,0.11,0.67,20.0,13.0,2.0,1.15,6.0,False
-1.88,-1.7,-2.24,-1.33,-1.24,-0.48,10.0,5.05,9.2,55.0,285.0,25.0,5.65,75.0,True
-2.38,-2.67,-1.09,-0.5,-2.92,0.96,10.0,7.15,9.6,105.0,285.0,15.0,9.45,60.0,True
0.64,1.04,0.06,0.54,1.68,-0.05,10.0,5.4,5.5,160.0,120.0,15.0,8.5,-20.0,False
2.72,-1.26,-2.5,-2.41,-1.77,-0.87,10.0,7.35,6.4,80.0,50.0,15.0,5.75,60.0,True
3.86,2.39,4.49,2.72,2.66,1.22,1.0,0.88,0.43,41.0,36.0,2.0,1.56,-9.0,False
3.0,2.45,2.75,7.03,2.76,1.25,1.0,0.71,0.66,7.0,14.0,0.0,1.48,-2.0,True
-2.42,-2.79,-2.85,-2.29,-3.04,0.11,10.0,9.3,7.45,140.0,320.0,25.0,5.0,35.0,True
3.67,2.45,2.66,5.83,4.19,1.32,1.0,0.68,0.2,37.0,7.0,4.0,1.46,11.0,True
1.89,-0.11,-0.43,1.3,2.26,-0.27,10.0,4.8,5.9,110.0,205.0,25.0,14.85,85.0,False
3.14,2.6,4.3,2.79,2.63,0.36,1.0,0.49,0.95,41.0,16.0,2.0,1.37,16.0,True
-1.37,-0.48,-1.58,-0.16,-0.56,0.28,10.0,5.4,5.9,0.0,180.0,10.0,7.05,5.0,False
-1.2,-1.48,-0.59,-2.01,-0.35,2.14,10.0,7.35,5.8,155.0,265.0,5.0,12.15,-85.0,False
-2.52,-1.39,-1.53,-1.37,-2.35,-0.3,10.0,6.65,8.9,125.0,190.0,15.0,5.25,45.0,True
3.02,2.46,3.4,3.3,3.04,1.21,1.0,0.86,0.35,7.0,6.0,4.0,1.04,5.0,True
0.14,1.54,-1.92,-1.95,-2.11,-0.17,10.0,8.6,6.2,180.0,195.0,15.0,8.15,-15.0,True
1.26,-1.37,-0.42,-1.73,0.66,-0.21,10.0,6.3,7.7,200.0,65.0,15.0,6.5,10.0,False
-2.26,-2.78,-1.49,-0.75,-1.6,1.87,5.0,5.35,9.6,100.0,165.0,15.0,7.75,-90.0,True
4.45,2.56,3.4,2.79,2.93,0.66,1.0,0.42,0.66,35.0,22.0,4.0,1.24,11.0,False
-0.31,-0.6,1.25,-1.28,-1.31,0.13,10.0,5.75,8.1,65.0,345.0,25.0,6.45,95.0,True
4.33,2.3,3.17,3.3,5.12,0.7,1.0,0.71,0.68,38.0,31.0,2.0,0.67,10.0,False
2.15,2.16,2.19,2.58,3.09,2.09,1.0,0.86,0.89,8.0,45.0,4.0,1.56,1.0,True
3.03,3.14,4.67,3.34,3.73,0.71,1.0,0.65,0.85,18.0,4.0,2.0,1.09,21.0,True
-0.19,-0.2,2.07,0.31,1.21,-0.49,10.0,5.5,5.45,165.0,60.0,15.0,13.35,50.0,False
0.35,-1.45,-1.08,4.01,-1.48,-0.15,10.0,5.2,6.35,50.0,205.0,25.0,6.7,110.0,False
-2.4,-2.61,-0.33,-2.51,-2.24,0.84,10.0,6.35,9.1,55.0,255.0,5.0,15.25,-85.0,True
3.06,2.89,4.78,4.23,2.47,0.89,1.0,0.64,0.72,19.0,52.0,4.0,1.86,5.0,True
2.75,3.34,3.18,2.46,2.43,0.89,1.0,0.61,0.5,50.0,53.0,4.0,1.92,3.0,False
-1.65,-2.99,-1.31,0.39,-2.52,-0.12,10.0,9.0,6.75,85.0,270.0,15.0,7.6,35.0,True
-0.14,1.03,-1.8,0.21,0.56,-0.14,10.0,6.6,5.25,30.0,110.0,15.0,8.9,55.0,False
-1.81,-1.91,-1.54,-1.97,-1.85,1.08,10.0,7.55,6.55,145.0,230.0,15.0,5.9,-40.0,False
3.01,3.67,2.5,3.21,2.98,2.98,1.0,0.89,0.22,31.0,7.0,2.0,1.51,-5.0,False
5.7,4.42,2.31,3.99,2.97,0.86,1.0,0.62,0.29,8.0,25.0,4.0,0.63,11.0,False
-2.36,-0.66,-2.01,-2.28,-1.85,-0.69,10.0,7.45,6.55,40.0,140.0,15.0,9.05,15.0,True
1.26,-1.15,-0.21,-1.25,-1.38,-0.21,10.0,6.35,5.9,155.0,35.0,5.0,6.95,-45.0,False
-0.74,-1.24,-0.56,-0.92,-1.44,-0.62,10.0,7.15,5.6,155.0,20.0,15.0,10.1,-95.0,False
0.76,-1.87,-1.21,-1.13,-2.06,2.93,10.0,5.5,8.85,125.0,355.0,5.0,6.6,0.0,False
-1.92,-2.67,-2.4,-2.19,-1.68,1.84,10.0,6.35,9.0,65.0,335.0,15.0,12.4,-90.0,False
-2.01,-3.04,-2.62,-2.56,-2.95,1.87,10.0,8.85,6.55,55.0,175.0,15.0,7.45,-70.0,True
-0.69,-1.17,-2.37,-1.19,-1.45,1.03,10.0,7.25,7.9,95.0,335.0,15.0,6.25,-25.0,False
0.79,0.48,0.98,-0.87,0.12,1.79,10.0,5.6,6.5,175.0,95.0,5.0,5.3,-60.0,False
2.61,2.56,3.86,2.64,2.72,0.83,1.0,0.72,0.83,7.0,66.0,1.0,0.97,-0.0,True
-2.82,-1.36,-2.83,-2.1,-2.83,0.74,10.0,7.15,7.35,15.0,160.0,15.0,6.55,10.0,True
5.39,5.67,3.22,2.71,2.81,0.46,1.0,0.67,0.32,41.0,11.0,2.0,1.85,5.0,False
5.31,5.12,6.72,2.92,2.88,1.16,1.0,0.31,0.52,31.0,7.0,2.0,1.32,-15.0,False
3.68,3.53,3.55,9.23,2.84,1.25,1.0,0.06,0.79,13.0,9.0,2.0,0.64,12.0,False
3.37,6.48,2.46,5.11,3.2,1.14,1.0,0.93,0.66,33.0,55.0,2.0,0.22,16.0,True
3.19,4.38,5.05,4.04,2.41,1.2,1.0,0.63,0.27,26.0,7.0,0.0,1.76,-5.0,False
0.85,-0.55,-0.53,-1.08,-1.06,1.26,10.0,4.7,6.1,15.0,130.0,15.0,5.1,-25.0,False
3.95,3.16,2.61,3.8,4.32,0.83,1.0,0.93,0.33,37.0,15.0,4.0,1.53,6.0,True
0.87,-0.92,-1.25,-1.28,-0.55,1.26,10.0,6.2,7.1,210.0,15.0,15.0,6.55,-30.0,False
2.78,5.44,3.09,4.7,6.38,0.82,1.0,0.63,0.9,13.0,3.0,2.0,0.47,12.0,True
5.72,3.12,2.68,5.39,3.33,2.18,1.0,0.55,0.42,3.0,9.0,0.0,1.03,-7.0,False
2.51,3.48,3.21,2.4,3.18,0.58,1.0,0.91,0.91,35.0,27.0,2.0,0.86,4.0,True
4.86,2.29,3.2,2.54,2.75,0.56,1.0,0.5,0.53,1.0,18.0,2.0,1.43,2.0,False
3.3,4.27,2.19,2.48,3.78,5.11,1.0,0.83,0.85,17.0,11.0,0.0,1.37,-16.0,True
-0.12,-0.12,-0.59,2.64,-0.64,1.87,10.0,5.0,8.85,220.0,340.0,5.0,14.2,-95.0,False
-0.99,2.26,0.58,0.55,3.09,-0.2,10.0,6.65,5.4,205.0,5.0,10.0,5.2,-10.0,False
-2.6,-1.58,0.28,-1.44,-1.13,0.71,10.0,7.95,10.05,235.0,320.0,15.0,10.25,-50.0,True
-2.07,-0.97,-2.54,-2.32,-1.89,1.57,10.0,6.0,9.45,100.0,345.0,5.0,6.85,-80.0,False
0.6,-0.65,-0.34,-1.18,-1.46,-0.75,10.0,6.85,5.65,160.0,315.0,15.0,14.45,55.0,False
2.31,4.52,4.67,3.32,3.99,0.59,1.0,0.89,0.77,39.0,66.0,4.0,1.58,18.0,True
2.35,2.34,3.33,2.86,2.5,2.44,1.0,0.67,0.72,42.0,15.0,0.0,1.55,-9.0,False
-0.67,-1.25,-1.38,-1.83,-2.07,0.64,10.0,7.05,5.15,30.0,215.0,5.0,8.3,-10.0,False
2.02,-0.83,0.52,-1.62,-1.71,-0.93,10.0,5.45,8.1,90.0,50.0,5.0,12.45,-25.0,False
4.44,2.41,4.11,2.98,2.5,0.9,1.0,0.61,0.82,9.0,21.0,2.0,0.41,15.0,True
-1.67,-2.61,-2.51,-0.5,-2.45,2.51,10.0,5.15,10.3,30.0,270.0,5.0,5.95,-60.0,False
-1.24,-1.91,-0.53,-2.05,-1.3,0.56,10.0,6.15,8.95,185.0,355.0,15.0,14.25,-90.0,False
-2.54,-2.69,-2.58,-2.3,-1.99,2.28,10.0,7.9,9.2,60.0,305.0,5.0,6.25,-10.0,True
-2.26,-1.71,-2.38,-1.57,-1.56,0.83,10.0,7.8,6.4,145.0,105.0,5.0,10.65,-85.0,True
0.24,0.78,-0.63,-0.02,-0.68,3.5,10.0,5.35,6.9,200.0,305.0,15.0,11.35,-75.0,False
4.17,2.31,7.33,4.97,2.57,1.31,1.0,0.79,0.26,7.0,36.0,4.0,1.64,13.0,True
2.19,2.68,2.45,2.03,2.25,0.62,0.0,0.69,0.54,-0.0,7.0,2.0,0.64,1.0,True
-2.55,-1.72,-1.64,-0.99,-2.22,-0.32,10.0,8.2,7.8,190.0,25.0,5.0,6.5,0.0,True
0.72,-2.4,-2.46,-1.67,-2.18,-0.99,10.0,7.2,7.95,155.0,5.0,10.0,6.1,60.0,True
-0.43,-1.87,-2.08,-0.96,-0.44,-1.09,10.0,5.2,8.8,90.0,125.0,25.0,6.5,75.0,False
2.89,2.88,2.77,2.32,2.76,0.84,1.0,0.53,0.79,3.0,16.0,4.0,1.84,12.0,True
1.45,-1.02,-1.92,-1.66,-1.72,0.55,10.0,8.2,5.85,195.0,345.0,25.0,7.55,60.0,True
2.96,3.65,2.6,2.39,5.96,1.11,1.0,0.98,0.65,47.0,65.0,4.0,1.07,10.0,True
-1.48,0.22,3.75,-0.32,-1.43,0.4,10.0,5.75,5.35,40.0,350.0,25.0,12.95,50.0,False
1.32,1.19,1.9,0.77,1.54,4.64,10.0,5.25,5.5,220.0,305.0,5.0,10.1,-65.0,False
6.81,3.42,3.5,3.84,2.53,1.88,1.0,0.69,0.05,39.0,39.0,4.0,1.39,4.0,False
2.81,2.62,2.67,2.47,4.24,0.37,1.0,0.59,0.43,43.0,5.0,4.0,0.08,8.0,False
2.34,2.64,2.28,2.31,2.58,0.59,1.0,0.67,0.69,10.0,1.0,2.0,1.55,6.0,True
-1.4,1.82,-1.34,-0.94,-0.85,-1.19,10.0,6.15,7.25,195.0,140.0,15.0,12.8,55.0,False
2.58,5.69,3.77,2.44,3.15,2.2,1.0,0.9,0.91,30.0,33.0,0.0,0.99,-2.0,True
-1.35,-1.78,-1.77,-1.51,-1.75,3.93,10.0,6.4,7.05,170.0,200.0,15.0,5.55,50.0,False
2.5,3.79,2.58,3.22,5.2,0.38,1.0,0.32,0.92,10.0,27.0,4.0,0.72,10.0,False
3.28,2.65,3.66,3.79,4.5,1.6,1.0,0.89,0.46,39.0,6.0,2.0,0.79,-13.0,False
-1.44,-1.6,0.46,0.39,-1.55,-1.18,10.0,6.15,7.5,165.0,290.0,25.0,12.25,100.0,False
2.46,3.08,3.48,5.29,3.84,0.85,1.0,0.86,0.15,13.0,56.0,2.0,1.56,7.0,False
4.71,3.35,2.88,3.09,4.38,2.89,1.0,0.98,0.33,38.0,45.0,4.0,1.4,4.0,False
-1.45,-2.2,-2.0,-1.87,-0.79,-0.46,10.0,5.75,8.3,75.0,100.0,5.0,13.45,-75.0,True
2.37,2.63,2.37,6.69,2.57,0.72,0.0,0.81,0.22,14.0,2.0,0.0,0.06,-10.0,True
2.51,3.14,4.14,2.94,4.94,3.4,1.0,0.49,0.42,22.0,15.0,4.0,1.96,14.0,True
2.72,3.49,2.46,2.52,4.17,0.33,1.0,0.55,0.81,21.0,24.0,4.0,1.99,2.0,True
4.13,2.19,2.33,3.21,2.35,1.19,1.0,0.85,0.49,14.0,7.0,2.0,0.35,-9.0,True
2.34,2.42,4.74,2.66,3.05,1.23,1.0,0.76,0.71,8.0,5.0,2.0,1.12,10.0,True
3.62,5.03,2.34,3.29,3.6,0.16,1.0,0.98,0.51,40.0,8.0,2.0,1.36,13.0,True
-0.71,-0.49,-0.48,0.1,-0.59,-0.61,10.0,5.3,5.5,115.0,25.0,25.0,9.3,15.0,False
2.87,3.43,2.39,7.57,5.93,2.51,1.0,0.64,0.88,31.0,27.0,4.0,0.2,11.0,False
1.2,0.45,1.08,-0.0,2.89,1.51,10.0,5.25,5.3,160.0,220.0,5.0,6.9,-65.0,False
4.18,3.56,3.11,2.96,2.84,0.59,1.0,0.51,0.18,40.0,2.0,4.0,0.49,15.0,False
3.89,2.86,2.71,5.74,2.68,2.0,1.0,0.64,0.0,24.0,2.0,0.0,1.18,-14.0,False
-1.36,-0.8,-0.26,0.87,-0.87,0.9,10.0,6.7,6.1,195.0,120.0,15.0,10.8,-15.0,False
4.78,2.32,3.64,6.17,2.86,1.06,1.0,0.94,0.93,42.0,55.0,2.0,0.76,9.0,True
3.12,4.0,3.94,2.5,3.44,0.56,1.0,0.13,0.43,4.0,31.0,2.0,1.57,14.0,False
2.74,5.0,3.1,3.33,2.85,0.01,1.0,0.23,0.43,41.0,1.0,4.0,1.89,4.0,True
4.28,2.97,2.32,2.49,5.94,2.68,1.0,0.69,0.28,0.0,13.0,2.0,1.41,1.0,True
2.34,3.16,3.46,4.36,2.41,1.72,1.0,0.65,0.05,2.0,10.0,2.0,1.04,-11.0,False
-0.65,-2.71,-1.23,-2.66,-2.81,0.57,10.0,9.6,5.15,140.0,80.0,5.0,8.4,-85.0,True
0.03,-1.75,-1.73,3.46,1.52,0.64,10.0,5.0,7.05,25.0,175.0,5.0,11.95,-95.0,False
-2.89,-2.86,-2.06,-1.84,-2.19,1.36,10.0,9.95,8.4,200.0,295.0,5.0,5.65,-65.0,False
3.65,3.64,5.25,5.03,4.55,1.62,1.0,0.64,0.34,45.0,59.0,2.0,1.91,8.0,False
2.25,2.41,4.59,2.79,2.45,0.56,1.0,0.69,0.86,20.0,1.0,0.0,1.6,-5.0,True
2.38,2.55,2.88,3.15,2.96,0.21,1.0,0.35,0.95,34.0,8.0,2.0,1.7,16.0,True
2.26,2.18,6.08,2.4,2.85,0.86,1.0,0.71,0.84,16.0,5.0,2.0,0.28,-15.0,True
3.25,2.23,3.32,2.46,3.97,0.86,1.0,0.87,0.15,8.0,33.0,2.0,0.59,16.0,False
-1.48,-1.66,-0.93,-1.73,-1.74,3.09,10.0,7.1,6.3,170.0,130.0,15.0,5.3,-75.0,False
3.35,4.04,3.76,3.82,3.18,2.52,1.0,0.16,0.76,28.0,13.0,2.0,1.44,-16.0,False
3.4,4.65,3.61,3.79,4.5,0.17,1.0,0.13,0.73,27.0,1.0,2.0,1.43,5.0,False
2.39,3.19,3.04,4.03,2.45,1.37,1.0,0.48,0.95,37.0,30.0,2.0,1.69,18.0,True
0.53,-1.94,-2.52,-0.93,-1.49,0.9,10.0,8.0,6.15,65.0,325.0,15.0,8.65,-25.0,False
0.2,-1.16,1.19,-2.33,-1.67,0.68,10.0,9.7,5.95,220.0,160.0,5.0,11.35,-85.0,True
-2.43,-2.36,-0.2,-2.77,-1.85,1.12,10.0,8.55,7.0,165.0,255.0,15.0,6.65,-15.0,True
-1.93,-0.35,-0.83,-2.1,-0.19,-1.01,10.0,5.7,6.8,0.0,185.0,15.0,10.35,40.0,True
-1.62,-1.98,-1.92,-1.87,-0.08,-0.4,10.0,5.4,7.95,65.0,85.0,15.0,5.85,-10.0,False
-1.65,-0.41,-2.28,-1.79,-1.93,1.01,10.0,6.0,9.05,135.0,325.0,5.0,12.4,-45.0,False
5.87,3.46,2.9,5.66,3.05,3.15,1.0,0.82,0.0,14.0,4.0,0.0,1.29,-13.0,False
-0.25,-0.83,-0.3,-0.58,-0.37,0.65,10.0,5.95,5.9,195.0,125.0,5.0,5.2,-45.0,False
-1.61,-0.9,-0.23,-1.26,-1.98,-0.22,10.0,6.8,7.95,65.0,280.0,25.0,10.45,15.0,True
-1.45,-2.78,-2.84,-0.88,-2.84,2.09,10.0,7.8,9.0,170.0,105.0,15.0,7.35,-50.0,True
-2.07,-2.47,-2.04,-2.4,-2.06,0.17,10.0,8.0,6.65,140.0,110.0,15.0,6.3,-10.0,True
4.8,2.55,6.71,2.78,3.07,1.09,1.0,0.57,0.5,20.0,25.0,2.0,0.85,3.0,False
1.6,-0.86,-1.85,0.52,-1.41,0.7,10.0,5.8,5.75,0.0,280.0,15.0,9.0,25.0,False
-2.18,-2.19,-2.26,-2.35,-1.84,1.83,10.0,5.55,9.5,15.0,265.0,15.0,5.15,-5.0,False
-1.11,-1.44,-2.25,-1.96,-1.72,0.65,10.0,8.6,6.45,80.0,310.0,15.0,11.6,-30.0,True
2.28,3.27,4.49,4.76,2.6,0.99,1.0,0.79,0.93,42.0,28.0,3.0,1.51,-0.0,True
4.17,4.62,2.8,2.4,3.54,0.84,1.0,0.53,0.59,22.0,10.0,4.0,1.11,6.0,True
-1.37,-1.31,-1.46,-1.37,-1.13,-0.33,10.0,5.4,8.7,210.0,65.0,5.0,9.55,-45.0,False
3.85,2.42,4.75,6.29,4.01,3.21,1.0,0.86,0.48,20.0,2.0,2.0,0.86,-5.0,True
-0.22,2.2,-2.1,-1.34,-0.53,0.44,10.0,6.05,7.05,65.0,260.0,5.0,14.3,-10.0,False
-2.04,-1.5,-2.48,-1.23,-1.53,0.1,10.0,7.85,7.4,200.0,130.0,15.0,7.25,-5.0,True
2.57,3.32,2.76,3.6,6.21,0.42,1.0,0.24,0.63,14.0,21.0,4.0,0.85,19.0,False
4.14,2.92,2.82,2.53,2.71,1.54,1.0,0.4,0.59,12.0,25.0,0.0,1.99,-17.0,False
3.29,8.57,4.36,2.5,3.5,0.7,1.0,0.44,0.67,15.0,28.0,4.0,0.92,13.0,False
3.02,2.25,3.04,2.44,2.81,0.99,1.0,0.73,0.61,6.0,26.0,2.0,0.2,-1.0,True
2.73,2.59,2.08,2.08,3.84,1.34,1.0,0.99,0.44,8.0,28.0,2.0,0.73,-6.0,True
-1.3,-2.74,-2.38,2.93,-1.33,0.95,10.0,7.8,7.65,40.0,240.0,5.0,14.3,-60.0,True
3.71,0.56,-0.95,1.64,-0.85,-0.14,10.0,5.15,6.15,90.0,270.0,25.0,5.05,20.0,False
5.07,3.15,2.83,3.64,4.88,0.52,1.0,0.56,0.34,9.0,20.0,2.0,1.04,15.0,False
-2.06,-2.39,-2.33,-1.77,-1.32,0.22,10.0,5.85,10.05,45.0,65.0,15.0,6.0,-55.0,True
-2.13,-2.59,-1.29,-2.4,-2.26,-0.48,10.0,9.1,5.75,170.0,260.0,25.0,9.5,15.0,True
2.74,2.6,3.94,3.12,5.03,1.64,1.0,0.5,0.21,17.0,8.0,2.0,1.54,-17.0,False
4.76,2.8,3.12,2.5,3.83,0.5,1.0,0.89,0.62,35.0,11.0,4.0,0.95,8.0,True
3.38,3.19,4.53,3.78,4.49,1.09,1.0,0.21,0.05,22.0,17.0,4.0,1.45,11.0,False
2.76,3.08,2.62,3.43,2.96,0.82,1.0,0.25,0.36,10.0,2.0,2.0,1.77,4.0,False
2.81,5.28,2.57,2.59,5.08,2.09,1.0,0.71,0.49,23.0,35.0,2.0,0.71,1.0,False
0.56,2.9,-0.26,0.08,-0.69,0.67,10.0,5.6,7.0,210.0,105.0,5.0,6.95,-20.0,False
-1.83,-0.98,-1.0,-1.41,-0.64,-1.11,10.0,6.6,8.35,135.0,280.0,25.0,10.4,85.0,True
2.72,2.96,5.07,2.49,2.39,1.42,1.0,0.76,0.46,30.0,13.0,2.0,0.59,5.0,False
2.71,2.79,2.61,2.46,4.17,2.45,1.0,0.66,0.71,17.0,29.0,4.0,0.05,11.0,False
0.95,0.26,-0.53,0.5,-0.7,1.59,10.0,6.25,5.25,200.0,255.0,5.0,6.55,-35.0,False
2.63,4.74,2.63,4.67,2.25,1.57,1.0,0.65,0.98,42.0,12.0,0.0,1.55,-9.0,False
-0.71,-2.57,-2.09,-0.61,-2.68,2.36,10.0,5.6,9.85,40.0,380.0,10.0,7.15,5.0,False
4.16,2.42,2.41,3.79,3.25,2.52,1.0,0.52,0.24,13.0,16.0,4.0,0.27,7.0,False
2.77,3.78,2.3,3.48,4.03,1.06,1.0,0.8,0.09,6.0,7.0,2.0,0.78,5.0,False
3.69,3.2,2.56,2.94,2.51,2.78,1.0,0.68,0.46,41.0,36.0,4.0,1.48,6.0,False
2.64,2.41,3.05,2.38,4.3,0.79,1.0,0.56,0.18,10.0,15.0,2.0,0.93,6.0,False
-2.07,-2.15,-0.69,1.2,-1.42,0.84,10.0,7.05,8.0,210.0,80.0,5.0,5.9,-40.0,False
-1.79,-1.63,-1.57,-0.08,0.11,0.05,10.0,5.95,8.4,200.0,280.0,15.0,9.45,-15.0,False
-2.39,-2.23,-2.32,-1.8,-2.31,0.57,10.0,6.4,9.45,135.0,100.0,15.0,5.75,0.0,True
3.19,2.93,3.48,2.8,2.42,0.51,1.0,0.92,0.7,8.0,12.0,4.0,0.52,14.0,True
3.34,4.49,2.83,3.37,3.75,0.49,1.0,0.38,0.62,10.0,2.0,2.0,1.26,-19.0,False
0.31,-2.76,-2.82,-2.03,-0.75,1.49,10.0,7.6,8.8,140.0,275.0,5.0,11.4,-10.0,True
-1.44,-1.01,-1.86,-2.3,0.96,0.65,10.0,8.5,5.65,195.0,390.0,10.0,12.95,5.0,False
